Continent,Country,Month,Seasons,State,Way In,Year,Count,GDP,Population
Europe,Germany,January,Winter,Roraima,Air,2015,0,27600,82422299
Europe,United Kingdom,January,Winter,Roraima,Air,2015,0,27700,60609153
Europe,Netherlands,January,Winter,Roraima,Air,2015,0,28600,16491461
Europe,Belgium,January,Winter,Roraima,Air,2015,0,29100,10379067
Europe,Ireland,January,Winter,Roraima,Air,2015,0,29600,4062235
Europe,Austria,January,Winter,Roraima,Air,2015,0,30000,8192880
Europe,Denmark,January,Winter,Roraima,Air,2015,0,31100,5450661
Europe,Switzerland,January,Winter,Roraima,Air,2015,0,32700,7523934
Europe,Norway,January,Winter,Roraima,Air,2015,0,37800,4610820
Europe,Russia,January,Winter,Santa Catari,Air,2015,8,8900,142893540
Europe,Poland,January,Winter,Santa Catari,Air,2015,0,11100,38536869
Europe,Hungary,January,Winter,Santa Catari,Air,2015,0,13900,9981334
Europe,Czech Republic,January,Winter,Santa Catari,Air,2015,1,15700,10235455
Europe,Portugal,January,Winter,Santa Catari,Air,2015,12,18000,10605870
Europe,Greece,January,Winter,Santa Catari,Air,2015,0,20000,10688058
Europe,Spain,January,Winter,Santa Catari,Air,2015,45,22000,40397842
Europe,Italy,January,Winter,Santa Catari,Air,2015,50,26700,58133509
Europe,Sweden,January,Winter,Santa Catari,Air,2015,3,26800,9016596
Europe,Finland,January,Winter,Santa Catari,Air,2015,1,27400,5231372
Europe,France,January,Winter,Santa Catari,Air,2015,20,27600,60876136
Europe,Germany,January,Winter,Santa Catari,Air,2015,25,27600,82422299
Europe,United Kingdom,January,Winter,Santa Catari,Air,2015,15,27700,60609153
Europe,Netherlands,January,Winter,Santa Catari,Air,2015,4,28600,16491461
Europe,Belgium,January,Winter,Santa Catari,Air,2015,3,29100,10379067
Europe,Ireland,January,Winter,Santa Catari,Air,2015,3,29600,4062235
Europe,Austria,January,Winter,Santa Catari,Air,2015,1,30000,8192880
Europe,Denmark,January,Winter,Santa Catari,Air,2015,3,31100,5450661
Europe,Switzerland,January,Winter,Santa Catari,Air,2015,14,32700,7523934
Europe,Norway,January,Winter,Santa Catari,Air,2015,0,37800,4610820
Europe,Russia,January,Winter,São Paulo,Air,2015,786,8900,142893540
Europe,Poland,January,Winter,São Paulo,Air,2015,643,11100,38536869
Europe,Hungary,January,Winter,São Paulo,Air,2015,201,13900,9981334
Europe,Czech Republic,January,Winter,São Paulo,Air,2015,140,15700,10235455
Europe,Portugal,January,Winter,São Paulo,Air,2015,4059,18000,10605870
Europe,Greece,January,Winter,São Paulo,Air,2015,207,20000,10688058
Europe,Spain,January,Winter,São Paulo,Air,2015,3831,22000,40397842
Europe,Italy,January,Winter,São Paulo,Air,2015,5564,26700,58133509
Europe,Sweden,January,Winter,São Paulo,Air,2015,974,26800,9016596
Europe,Finland,January,Winter,São Paulo,Air,2015,279,27400,5231372
Europe,France,January,Winter,São Paulo,Air,2015,4905,27600,60876136
Europe,Germany,January,Winter,São Paulo,Air,2015,5395,27600,82422299
Europe,United Kingdom,January,Winter,São Paulo,Air,2015,3620,27700,60609153
Europe,Netherlands,January,Winter,São Paulo,Air,2015,1388,28600,16491461
Europe,Belgium,January,Winter,São Paulo,Air,2015,732,29100,10379067
Europe,Ireland,January,Winter,São Paulo,Air,2015,478,29600,4062235
Europe,Austria,January,Winter,São Paulo,Air,2015,749,30000,8192880
Europe,Denmark,January,Winter,São Paulo,Air,2015,605,31100,5450661
Europe,Switzerland,January,Winter,São Paulo,Air,2015,2385,32700,7523934
Europe,Norway,January,Winter,São Paulo,Air,2015,674,37800,4610820
Europe,Russia,March,Spring,Amapá,Air,2015,0,8900,142893540
Europe,Poland,March,Spring,Amapá,Air,2015,0,11100,38536869
Europe,Hungary,March,Spring,Amapá,Air,2015,0,13900,9981334
Europe,Czech Republic,March,Spring,Amapá,Air,2015,0,15700,10235455
Europe,Portugal,March,Spring,Amapá,Air,2015,0,18000,10605870
Europe,Greece,March,Spring,Amapá,Air,2015,0,20000,10688058
Europe,Spain,March,Spring,Amapá,Air,2015,0,22000,40397842
Europe,Italy,March,Spring,Amapá,Air,2015,0,26700,58133509
Europe,Sweden,March,Spring,Amapá,Air,2015,0,26800,9016596
Europe,Finland,March,Spring,Amapá,Air,2015,0,27400,5231372
Europe,France,March,Spring,Amapá,Air,2015,0,27600,60876136
Europe,Germany,March,Spring,Amapá,Air,2015,0,27600,82422299
Europe,United Kingdom,March,Spring,Amapá,Air,2015,0,27700,60609153
Europe,Netherlands,March,Spring,Amapá,Air,2015,0,28600,16491461
Europe,Belgium,March,Spring,Amapá,Air,2015,0,29100,10379067
Europe,Ireland,March,Spring,Amapá,Air,2015,0,29600,4062235
Europe,Austria,March,Spring,Amapá,Air,2015,0,30000,8192880
Europe,Denmark,March,Spring,Amapá,Air,2015,0,31100,5450661
Europe,Switzerland,March,Spring,Amapá,Air,2015,0,32700,7523934
Europe,Norway,March,Spring,Amapá,Air,2015,0,37800,4610820
Europe,Russia,March,Spring,Amazos,Air,2015,0,8900,142893540
Europe,Poland,March,Spring,Amazos,Air,2015,8,11100,38536869
Europe,Hungary,March,Spring,Amazos,Air,2015,2,13900,9981334
Europe,Czech Republic,March,Spring,Amazos,Air,2015,0,15700,10235455
Europe,Portugal,March,Spring,Amazos,Air,2015,99,18000,10605870
Europe,Greece,March,Spring,Amazos,Air,2015,3,20000,10688058
Europe,Spain,March,Spring,Amazos,Air,2015,24,22000,40397842
Europe,Italy,March,Spring,Amazos,Air,2015,30,26700,58133509
Europe,Sweden,March,Spring,Amazos,Air,2015,7,26800,9016596
Europe,Finland,March,Spring,Amazos,Air,2015,23,27400,5231372
Europe,France,March,Spring,Amazos,Air,2015,29,27600,60876136
Europe,Germany,March,Spring,Amazos,Air,2015,71,27600,82422299
Europe,United Kingdom,March,Spring,Amazos,Air,2015,80,27700,60609153
Europe,Netherlands,March,Spring,Amazos,Air,2015,66,28600,16491461
Europe,Belgium,March,Spring,Amazos,Air,2015,9,29100,10379067
Europe,Ireland,March,Spring,Amazos,Air,2015,7,29600,4062235
Europe,Austria,March,Spring,Amazos,Air,2015,10,30000,8192880
Europe,Denmark,March,Spring,Amazos,Air,2015,2,31100,5450661
Europe,Switzerland,March,Spring,Amazos,Air,2015,12,32700,7523934
Europe,Norway,March,Spring,Amazos,Air,2015,12,37800,4610820
Europe,Russia,March,Spring,Bahia,Air,2015,9,8900,142893540
Europe,Poland,March,Spring,Bahia,Air,2015,44,11100,38536869
Europe,Hungary,March,Spring,Bahia,Air,2015,10,13900,9981334
Europe,Czech Republic,March,Spring,Bahia,Air,2015,94,15700,10235455
Europe,Portugal,March,Spring,Bahia,Air,2015,2293,18000,10605870
Europe,Greece,March,Spring,Bahia,Air,2015,6,20000,10688058
Europe,Spain,March,Spring,Bahia,Air,2015,730,22000,40397842
Europe,Italy,March,Spring,Bahia,Air,2015,1120,26700,58133509
Europe,Sweden,March,Spring,Bahia,Air,2015,38,26800,9016596
Europe,Finland,March,Spring,Bahia,Air,2015,4,27400,5231372
Europe,France,March,Spring,Bahia,Air,2015,1074,27600,60876136
Europe,Germany,March,Spring,Bahia,Air,2015,1048,27600,82422299
Europe,United Kingdom,March,Spring,Bahia,Air,2015,184,27700,60609153
Europe,Netherlands,March,Spring,Bahia,Air,2015,83,28600,16491461
Europe,Belgium,March,Spring,Bahia,Air,2015,93,29100,10379067
Europe,Ireland,March,Spring,Bahia,Air,2015,15,29600,4062235
Europe,Austria,March,Spring,Bahia,Air,2015,49,30000,8192880
Europe,Denmark,March,Spring,Bahia,Air,2015,26,31100,5450661
Europe,Switzerland,March,Spring,Bahia,Air,2015,236,32700,7523934
Europe,Norway,March,Spring,Bahia,Air,2015,35,37800,4610820
Europe,Russia,March,Spring,Ceará,Air,2015,23,8900,142893540
Europe,Poland,March,Spring,Ceará,Air,2015,6,11100,38536869
Europe,Hungary,March,Spring,Ceará,Air,2015,6,13900,9981334
Europe,Czech Republic,March,Spring,Ceará,Air,2015,8,15700,10235455
Europe,Portugal,March,Spring,Ceará,Air,2015,1102,18000,10605870
Europe,Greece,March,Spring,Ceará,Air,2015,10,20000,10688058
Europe,Spain,March,Spring,Ceará,Air,2015,271,22000,40397842
Europe,Italy,March,Spring,Ceará,Air,2015,1031,26700,58133509
Europe,Sweden,March,Spring,Ceará,Air,2015,25,26800,9016596
Europe,Finland,March,Spring,Ceará,Air,2015,13,27400,5231372
Europe,France,March,Spring,Ceará,Air,2015,365,27600,60876136
Europe,Germany,March,Spring,Ceará,Air,2015,460,27600,82422299
Europe,United Kingdom,March,Spring,Ceará,Air,2015,102,27700,60609153
Europe,Netherlands,March,Spring,Ceará,Air,2015,153,28600,16491461
Europe,Belgium,March,Spring,Ceará,Air,2015,52,29100,10379067
Europe,Ireland,March,Spring,Ceará,Air,2015,10,29600,4062235
Europe,Austria,March,Spring,Ceará,Air,2015,43,30000,8192880
Europe,Denmark,March,Spring,Ceará,Air,2015,39,31100,5450661
Europe,Switzerland,March,Spring,Ceará,Air,2015,186,32700,7523934
Europe,Norway,March,Spring,Ceará,Air,2015,82,37800,4610820
Europe,Russia,March,Spring,Distrito Federal,Air,2015,71,8900,142893540
Europe,Poland,March,Spring,Distrito Federal,Air,2015,14,11100,38536869
Europe,Hungary,March,Spring,Distrito Federal,Air,2015,36,13900,9981334
Europe,Czech Republic,March,Spring,Distrito Federal,Air,2015,14,15700,10235455
Europe,Portugal,March,Spring,Distrito Federal,Air,2015,632,18000,10605870
Europe,Greece,March,Spring,Distrito Federal,Air,2015,10,20000,10688058
Europe,Spain,March,Spring,Distrito Federal,Air,2015,269,22000,40397842
Europe,Italy,March,Spring,Distrito Federal,Air,2015,208,26700,58133509
Europe,Sweden,March,Spring,Distrito Federal,Air,2015,141,26800,9016596
Europe,Finland,March,Spring,Distrito Federal,Air,2015,97,27400,5231372
Europe,France,March,Spring,Distrito Federal,Air,2015,451,27600,60876136
Europe,Germany,March,Spring,Distrito Federal,Air,2015,510,27600,82422299
Europe,United Kingdom,March,Spring,Distrito Federal,Air,2015,180,27700,60609153
Europe,Netherlands,March,Spring,Distrito Federal,Air,2015,122,28600,16491461
Europe,Belgium,March,Spring,Distrito Federal,Air,2015,103,29100,10379067
Europe,Ireland,March,Spring,Distrito Federal,Air,2015,25,29600,4062235
Europe,Austria,March,Spring,Distrito Federal,Air,2015,119,30000,8192880
Europe,Denmark,March,Spring,Distrito Federal,Air,2015,53,31100,5450661
Europe,Switzerland,March,Spring,Distrito Federal,Air,2015,132,32700,7523934
Europe,Norway,March,Spring,Distrito Federal,Air,2015,50,37800,4610820
Europe,Russia,March,Spring,Mato Grosso do Sul,Air,2015,0,8900,142893540
Europe,Poland,March,Spring,Mato Grosso do Sul,Air,2015,0,11100,38536869
Europe,Hungary,March,Spring,Mato Grosso do Sul,Air,2015,1,13900,9981334
Europe,Czech Republic,March,Spring,Mato Grosso do Sul,Air,2015,0,15700,10235455
Europe,Portugal,March,Spring,Mato Grosso do Sul,Air,2015,0,18000,10605870
Europe,Greece,March,Spring,Mato Grosso do Sul,Air,2015,0,20000,10688058
Europe,Spain,March,Spring,Mato Grosso do Sul,Air,2015,1,22000,40397842
Europe,Italy,March,Spring,Mato Grosso do Sul,Air,2015,0,26700,58133509
Europe,Sweden,March,Spring,Mato Grosso do Sul,Air,2015,0,26800,9016596
Europe,Finland,March,Spring,Mato Grosso do Sul,Air,2015,0,27400,5231372
Europe,France,March,Spring,Mato Grosso do Sul,Air,2015,0,27600,60876136
Europe,Germany,March,Spring,Mato Grosso do Sul,Air,2015,1,27600,82422299
Europe,United Kingdom,March,Spring,Mato Grosso do Sul,Air,2015,0,27700,60609153
Europe,Netherlands,March,Spring,Mato Grosso do Sul,Air,2015,0,28600,16491461
Europe,Belgium,March,Spring,Mato Grosso do Sul,Air,2015,0,29100,10379067
Europe,Ireland,March,Spring,Mato Grosso do Sul,Air,2015,0,29600,4062235
Europe,Austria,March,Spring,Mato Grosso do Sul,Air,2015,0,30000,8192880
Europe,Denmark,March,Spring,Mato Grosso do Sul,Air,2015,0,31100,5450661
Europe,Switzerland,March,Spring,Mato Grosso do Sul,Air,2015,2,32700,7523934
Europe,Norway,March,Spring,Mato Grosso do Sul,Air,2015,0,37800,4610820
Europe,Russia,March,Spring,Mis Gerais,Air,2015,6,8900,142893540
Europe,Poland,March,Spring,Mis Gerais,Air,2015,3,11100,38536869
Europe,Hungary,March,Spring,Mis Gerais,Air,2015,6,13900,9981334
Europe,Czech Republic,March,Spring,Mis Gerais,Air,2015,8,15700,10235455
Europe,Portugal,March,Spring,Mis Gerais,Air,2015,664,18000,10605870
Europe,Greece,March,Spring,Mis Gerais,Air,2015,3,20000,10688058
Europe,Spain,March,Spring,Mis Gerais,Air,2015,103,22000,40397842
Europe,Italy,March,Spring,Mis Gerais,Air,2015,389,26700,58133509
Europe,Sweden,March,Spring,Mis Gerais,Air,2015,20,26800,9016596
Europe,Finland,March,Spring,Mis Gerais,Air,2015,8,27400,5231372
Europe,France,March,Spring,Mis Gerais,Air,2015,183,27600,60876136
Europe,Germany,March,Spring,Mis Gerais,Air,2015,267,27600,82422299
Europe,United Kingdom,March,Spring,Mis Gerais,Air,2015,146,27700,60609153
Europe,Netherlands,March,Spring,Mis Gerais,Air,2015,55,28600,16491461
Europe,Belgium,March,Spring,Mis Gerais,Air,2015,66,29100,10379067
Europe,Ireland,March,Spring,Mis Gerais,Air,2015,23,29600,4062235
Europe,Austria,March,Spring,Mis Gerais,Air,2015,32,30000,8192880
Europe,Denmark,March,Spring,Mis Gerais,Air,2015,40,31100,5450661
Europe,Switzerland,March,Spring,Mis Gerais,Air,2015,95,32700,7523934
Europe,Norway,March,Spring,Mis Gerais,Air,2015,8,37800,4610820
Europe,Russia,March,Spring,Other Units of the Federation,Air,2015,1,8900,142893540
Europe,Poland,March,Spring,Other Units of the Federation,Air,2015,0,11100,38536869
Europe,Hungary,March,Spring,Other Units of the Federation,Air,2015,0,13900,9981334
Europe,Czech Republic,March,Spring,Other Units of the Federation,Air,2015,0,15700,10235455
Europe,Portugal,March,Spring,Other Units of the Federation,Air,2015,468,18000,10605870
Europe,Greece,March,Spring,Other Units of the Federation,Air,2015,0,20000,10688058
Europe,Spain,March,Spring,Other Units of the Federation,Air,2015,4,22000,40397842
Europe,Italy,March,Spring,Other Units of the Federation,Air,2015,2,26700,58133509
Europe,Sweden,March,Spring,Other Units of the Federation,Air,2015,1,26800,9016596
Europe,Finland,March,Spring,Other Units of the Federation,Air,2015,0,27400,5231372
Europe,France,March,Spring,Other Units of the Federation,Air,2015,5,27600,60876136
Europe,Germany,March,Spring,Other Units of the Federation,Air,2015,4,27600,82422299
Europe,United Kingdom,March,Spring,Other Units of the Federation,Air,2015,2,27700,60609153
Europe,Netherlands,March,Spring,Other Units of the Federation,Air,2015,2,28600,16491461
Europe,Belgium,March,Spring,Other Units of the Federation,Air,2015,0,29100,10379067
Europe,Ireland,March,Spring,Other Units of the Federation,Air,2015,0,29600,4062235
Europe,Austria,March,Spring,Other Units of the Federation,Air,2015,0,30000,8192880
Europe,Denmark,March,Spring,Other Units of the Federation,Air,2015,0,31100,5450661
Europe,Switzerland,March,Spring,Other Units of the Federation,Air,2015,0,32700,7523934
Europe,Norway,March,Spring,Other Units of the Federation,Air,2015,0,37800,4610820
Europe,Russia,March,Spring,Paraná,Air,2015,3,8900,142893540
Europe,Poland,March,Spring,Paraná,Air,2015,3,11100,38536869
Europe,Hungary,March,Spring,Paraná,Air,2015,0,13900,9981334
Europe,Czech Republic,March,Spring,Paraná,Air,2015,7,15700,10235455
Europe,Portugal,March,Spring,Paraná,Air,2015,12,18000,10605870
Europe,Greece,March,Spring,Paraná,Air,2015,0,20000,10688058
Europe,Spain,March,Spring,Paraná,Air,2015,31,22000,40397842
Europe,Italy,March,Spring,Paraná,Air,2015,23,26700,58133509
Europe,Sweden,March,Spring,Paraná,Air,2015,27,26800,9016596
Europe,Finland,March,Spring,Paraná,Air,2015,13,27400,5231372
Europe,France,March,Spring,Paraná,Air,2015,27,27600,60876136
Europe,Germany,March,Spring,Paraná,Air,2015,90,27600,82422299
Europe,United Kingdom,March,Spring,Paraná,Air,2015,72,27700,60609153
Europe,Netherlands,March,Spring,Paraná,Air,2015,6,28600,16491461
Europe,Belgium,March,Spring,Paraná,Air,2015,2,29100,10379067
Europe,Spain,May,Spring,Rio Grande do Sul,Air,2015,64,22000,40397842
Europe,Italy,May,Spring,Rio Grande do Sul,Air,2015,135,26700,58133509
Europe,Sweden,May,Spring,Rio Grande do Sul,Air,2015,2,26800,9016596
Europe,Finland,May,Spring,Rio Grande do Sul,Air,2015,3,27400,5231372
Europe,France,May,Spring,Rio Grande do Sul,Air,2015,69,27600,60876136
Europe,Germany,May,Spring,Rio Grande do Sul,Air,2015,53,27600,82422299
Europe,United Kingdom,May,Spring,Rio Grande do Sul,Air,2015,26,27700,60609153
Europe,Netherlands,May,Spring,Rio Grande do Sul,Air,2015,14,28600,16491461
Europe,Belgium,May,Spring,Rio Grande do Sul,Air,2015,14,29100,10379067
Europe,Ireland,May,Spring,Rio Grande do Sul,Air,2015,0,29600,4062235
Europe,Austria,May,Spring,Rio Grande do Sul,Air,2015,8,30000,8192880
Europe,Denmark,May,Spring,Rio Grande do Sul,Air,2015,5,31100,5450661
Europe,Switzerland,May,Spring,Rio Grande do Sul,Air,2015,14,32700,7523934
Europe,Norway,May,Spring,Rio Grande do Sul,Air,2015,0,37800,4610820
Europe,Russia,May,Spring,Rio de Janeiro,Air,2015,1054,8900,142893540
Europe,Poland,May,Spring,Rio de Janeiro,Air,2015,808,11100,38536869
Europe,Hungary,May,Spring,Rio de Janeiro,Air,2015,220,13900,9981334
Europe,Czech Republic,May,Spring,Rio de Janeiro,Air,2015,253,15700,10235455
Europe,Portugal,May,Spring,Rio de Janeiro,Air,2015,2929,18000,10605870
Europe,Greece,May,Spring,Rio de Janeiro,Air,2015,162,20000,10688058
Europe,Spain,May,Spring,Rio de Janeiro,Air,2015,2441,22000,40397842
Europe,Italy,May,Spring,Rio de Janeiro,Air,2015,3111,26700,58133509
Europe,Sweden,May,Spring,Rio de Janeiro,Air,2015,444,26800,9016596
Europe,Finland,May,Spring,Rio de Janeiro,Air,2015,202,27400,5231372
Europe,France,May,Spring,Rio de Janeiro,Air,2015,6685,27600,60876136
Europe,Germany,May,Spring,Rio de Janeiro,Air,2015,3322,27600,82422299
Europe,United Kingdom,May,Spring,Rio de Janeiro,Air,2015,4919,27700,60609153
Europe,Netherlands,May,Spring,Rio de Janeiro,Air,2015,1313,28600,16491461
Europe,Belgium,May,Spring,Rio de Janeiro,Air,2015,562,29100,10379067
Europe,Ireland,May,Spring,Rio de Janeiro,Air,2015,364,29600,4062235
Europe,Austria,May,Spring,Rio de Janeiro,Air,2015,586,30000,8192880
Europe,Denmark,May,Spring,Rio de Janeiro,Air,2015,397,31100,5450661
Europe,Switzerland,May,Spring,Rio de Janeiro,Air,2015,753,32700,7523934
Europe,Norway,May,Spring,Rio de Janeiro,Air,2015,629,37800,4610820
Europe,Czech Republic,May,Spring,Roraima,Air,2015,0,15700,10235455
Europe,Finland,May,Spring,Roraima,Air,2015,0,27400,5231372
Europe,Belgium,May,Spring,Roraima,Air,2015,0,29100,10379067
Europe,Austria,May,Spring,Roraima,Air,2015,0,30000,8192880
Europe,Denmark,May,Spring,Roraima,Air,2015,0,31100,5450661
Europe,Russia,November,Fall,Amapá,Air,2015,0,8900,142893540
Europe,Poland,November,Fall,Amapá,Air,2015,0,11100,38536869
Europe,Hungary,November,Fall,Amapá,Air,2015,0,13900,9981334
Europe,Czech Republic,November,Fall,Amapá,Air,2015,0,15700,10235455
Europe,Portugal,November,Fall,Amapá,Air,2015,0,18000,10605870
Europe,Greece,November,Fall,Amapá,Air,2015,0,20000,10688058
Europe,Spain,November,Fall,Amapá,Air,2015,0,22000,40397842
Europe,Italy,November,Fall,Amapá,Air,2015,0,26700,58133509
Europe,Sweden,November,Fall,Amapá,Air,2015,0,26800,9016596
Europe,Finland,November,Fall,Amapá,Air,2015,0,27400,5231372
Europe,France,November,Fall,Amapá,Air,2015,0,27600,60876136
Europe,Germany,November,Fall,Amapá,Air,2015,0,27600,82422299
Europe,United Kingdom,November,Fall,Amapá,Air,2015,0,27700,60609153
Europe,Netherlands,November,Fall,Amapá,Air,2015,0,28600,16491461
Europe,Belgium,November,Fall,Amapá,Air,2015,0,29100,10379067
Europe,Ireland,November,Fall,Amapá,Air,2015,0,29600,4062235
Europe,Austria,November,Fall,Amapá,Air,2015,0,30000,8192880
Europe,Denmark,November,Fall,Amapá,Air,2015,0,31100,5450661
Europe,Switzerland,November,Fall,Amapá,Air,2015,0,32700,7523934
Europe,Norway,November,Fall,Amapá,Air,2015,0,37800,4610820
Europe,Russia,November,Fall,Amazos,Air,2015,9,8900,142893540
Europe,Poland,November,Fall,Amazos,Air,2015,7,11100,38536869
Europe,Hungary,November,Fall,Amazos,Air,2015,0,13900,9981334
Europe,Czech Republic,November,Fall,Amazos,Air,2015,0,15700,10235455
Europe,Portugal,November,Fall,Amazos,Air,2015,128,18000,10605870
Europe,Greece,November,Fall,Amazos,Air,2015,3,20000,10688058
Europe,Spain,November,Fall,Amazos,Air,2015,43,22000,40397842
Europe,Italy,November,Fall,Amazos,Air,2015,53,26700,58133509
Europe,Sweden,November,Fall,Amazos,Air,2015,8,26800,9016596
Europe,Finland,November,Fall,Amazos,Air,2015,8,27400,5231372
Europe,France,November,Fall,Amazos,Air,2015,84,27600,60876136
Europe,Germany,November,Fall,Amazos,Air,2015,71,27600,82422299
Europe,United Kingdom,November,Fall,Amazos,Air,2015,77,27700,60609153
Europe,Netherlands,November,Fall,Amazos,Air,2015,60,28600,16491461
Europe,Belgium,November,Fall,Amazos,Air,2015,12,29100,10379067
Europe,Ireland,November,Fall,Amazos,Air,2015,5,29600,4062235
Europe,Austria,November,Fall,Amazos,Air,2015,7,30000,8192880
Europe,Denmark,November,Fall,Amazos,Air,2015,6,31100,5450661
Europe,Switzerland,November,Fall,Amazos,Air,2015,23,32700,7523934
Europe,Norway,November,Fall,Amazos,Air,2015,5,37800,4610820
Europe,Russia,November,Fall,Bahia,Air,2015,6,8900,142893540
Europe,Poland,November,Fall,Bahia,Air,2015,22,11100,38536869
Europe,Hungary,November,Fall,Bahia,Air,2015,12,13900,9981334
Europe,Czech Republic,November,Fall,Bahia,Air,2015,10,15700,10235455
Europe,Portugal,November,Fall,Bahia,Air,2015,1326,18000,10605870
Europe,Greece,November,Fall,Bahia,Air,2015,3,20000,10688058
Europe,Spain,November,Fall,Bahia,Air,2015,620,22000,40397842
Europe,Italy,November,Fall,Bahia,Air,2015,1215,26700,58133509
Europe,Sweden,November,Fall,Bahia,Air,2015,39,26800,9016596
Europe,Finland,November,Fall,Bahia,Air,2015,6,27400,5231372
Europe,France,November,Fall,Bahia,Air,2015,928,27600,60876136
Europe,Germany,November,Fall,Bahia,Air,2015,1063,27600,82422299
Europe,United Kingdom,November,Fall,Bahia,Air,2015,140,27700,60609153
Europe,Netherlands,November,Fall,Bahia,Air,2015,132,28600,16491461
Europe,Belgium,November,Fall,Bahia,Air,2015,178,29100,10379067
Europe,Ireland,November,Fall,Bahia,Air,2015,4,29600,4062235
Europe,Austria,November,Fall,Bahia,Air,2015,116,30000,8192880
Europe,Denmark,November,Fall,Bahia,Air,2015,22,31100,5450661
Europe,Switzerland,November,Fall,Bahia,Air,2015,295,32700,7523934
Europe,Norway,November,Fall,Bahia,Air,2015,29,37800,4610820
Europe,Russia,November,Fall,Ceará,Air,2015,20,8900,142893540
Europe,Poland,November,Fall,Ceará,Air,2015,573,11100,38536869
Europe,Hungary,November,Fall,Ceará,Air,2015,43,13900,9981334
Europe,Czech Republic,November,Fall,Ceará,Air,2015,33,15700,10235455
Europe,Portugal,November,Fall,Ceará,Air,2015,1087,18000,10605870
Europe,Greece,November,Fall,Ceará,Air,2015,20,20000,10688058
Europe,Spain,November,Fall,Ceará,Air,2015,529,22000,40397842
Europe,Italy,November,Fall,Ceará,Air,2015,1893,26700,58133509
Europe,Sweden,November,Fall,Ceará,Air,2015,80,26800,9016596
Europe,Finland,November,Fall,Ceará,Air,2015,58,27400,5231372
Europe,France,November,Fall,Ceará,Air,2015,1179,27600,60876136
Europe,Germany,November,Fall,Ceará,Air,2015,1384,27600,82422299
Europe,United Kingdom,November,Fall,Ceará,Air,2015,208,27700,60609153
Europe,Netherlands,November,Fall,Ceará,Air,2015,526,28600,16491461
Europe,Belgium,November,Fall,Ceará,Air,2015,172,29100,10379067
Europe,Ireland,November,Fall,Ceará,Air,2015,33,29600,4062235
Europe,Austria,November,Fall,Ceará,Air,2015,343,30000,8192880
Europe,Denmark,November,Fall,Ceará,Air,2015,69,31100,5450661
Europe,Switzerland,November,Fall,Ceará,Air,2015,867,32700,7523934
Europe,Norway,November,Fall,Ceará,Air,2015,153,37800,4610820
Europe,Russia,November,Fall,Distrito Federal,Air,2015,115,8900,142893540
Europe,Poland,November,Fall,Distrito Federal,Air,2015,77,11100,38536869
Europe,Hungary,November,Fall,Distrito Federal,Air,2015,79,13900,9981334
Europe,Czech Republic,November,Fall,Distrito Federal,Air,2015,30,15700,10235455
Europe,Portugal,November,Fall,Distrito Federal,Air,2015,720,18000,10605870
Europe,Greece,November,Fall,Distrito Federal,Air,2015,48,20000,10688058
Europe,Spain,November,Fall,Distrito Federal,Air,2015,435,22000,40397842
Europe,Italy,November,Fall,Distrito Federal,Air,2015,410,26700,58133509
Europe,Sweden,November,Fall,Distrito Federal,Air,2015,151,26800,9016596
Europe,Finland,November,Fall,Distrito Federal,Air,2015,57,27400,5231372
Europe,France,November,Fall,Distrito Federal,Air,2015,624,27600,60876136
Europe,Germany,November,Fall,Distrito Federal,Air,2015,447,27600,82422299
Europe,United Kingdom,November,Fall,Distrito Federal,Air,2015,281,27700,60609153
Europe,Netherlands,November,Fall,Distrito Federal,Air,2015,145,28600,16491461
Europe,Belgium,November,Fall,Distrito Federal,Air,2015,139,29100,10379067
Europe,Ireland,November,Fall,Distrito Federal,Air,2015,50,29600,4062235
Europe,Austria,November,Fall,Distrito Federal,Air,2015,126,30000,8192880
Europe,Denmark,November,Fall,Distrito Federal,Air,2015,126,31100,5450661
Europe,Switzerland,November,Fall,Distrito Federal,Air,2015,156,32700,7523934
Europe,Norway,November,Fall,Distrito Federal,Air,2015,117,37800,4610820
Europe,Russia,November,Fall,Mato Grosso do Sul,Air,2015,0,8900,142893540
Europe,Poland,November,Fall,Mato Grosso do Sul,Air,2015,0,11100,38536869
Europe,Hungary,November,Fall,Mato Grosso do Sul,Air,2015,0,13900,9981334
Europe,Czech Republic,November,Fall,Mato Grosso do Sul,Air,2015,0,15700,10235455
Europe,Portugal,November,Fall,Mato Grosso do Sul,Air,2015,0,18000,10605870
Europe,Greece,November,Fall,Mato Grosso do Sul,Air,2015,0,20000,10688058
Europe,Spain,November,Fall,Mato Grosso do Sul,Air,2015,0,22000,40397842
Europe,Italy,November,Fall,Mato Grosso do Sul,Air,2015,0,26700,58133509
Europe,Sweden,November,Fall,Mato Grosso do Sul,Air,2015,0,26800,9016596
Europe,Finland,November,Fall,Mato Grosso do Sul,Air,2015,0,27400,5231372
Europe,France,November,Fall,Mato Grosso do Sul,Air,2015,0,27600,60876136
Europe,Germany,November,Fall,Mato Grosso do Sul,Air,2015,0,27600,82422299
Europe,United Kingdom,November,Fall,Mato Grosso do Sul,Air,2015,0,27700,60609153
Europe,Netherlands,November,Fall,Mato Grosso do Sul,Air,2015,0,28600,16491461
Europe,Belgium,November,Fall,Mato Grosso do Sul,Air,2015,0,29100,10379067
Europe,Ireland,November,Fall,Mato Grosso do Sul,Air,2015,0,29600,4062235
